id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,term,start_date,image,gender,wikidata,wikidata_group,wikidata_area
58e68d1c-ced7-4549-b888-e72172417fc5,Alasdair Allan,Alasdair Allan,Alasdair.Allan.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10816,Na h-Eileanan an Iar,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35800892437,,,Q10658,Q1961874
57fed160-66a8-4daa-a9fc-0322b40ee898,Alex Cole-Hamilton,Alex Cole-Hamilton,Alex.Cole-Hamilton.msp@parliament.scot,,,Liberal Democrat,d0527c28-097e-48ba-bcb2-fa5a61478f20,uk.org.publicwhip/cons/10815,Edinburgh Western,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35781571595,,,Q3250438,Q1284768
5adf602a-71b3-4501-ae59-0dd754d69f7b,Alex Rowley,Alex Rowley,Alex.Rowley.msp@parliament.scot,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10720,Mid Scotland and Fife,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35786781393,,,Q3179541,Q1931762
7fc87b06-dfdd-4f5d-a0e3-056fe0506167,Alexander Burnett,Alexander Burnett,Alexander.Burnett.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10800,Aberdeenshire West,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35783688483,,,Q3243587,Q319521
c5551922-dbd1-4804-b58d-7a546e84576a,Alexander Stewart,Alexander Stewart,Alexander.Stewart.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10720,Mid Scotland and Fife,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35781571135,,,Q3243587,Q1931762
35525b2f-6886-4bf1-80c2-b64593253218,Alison Johnstone,Alison Johnstone,Alison.Johnstone.msp@parliament.scot,,,Green,4c73ecf7-1709-4750-ae05-8973c509a11b,uk.org.publicwhip/cons/10836,Lothian,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35818497919,,,Q1256956,Q1871077
764119b3-e498-4e4a-b72b-f801c0eaab5b,Anas Sarwar,Anas Sarwar,Anas.Sarwar.msp@parliament.scot,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10717,Glasgow,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35783690447,,,Q3179541,Q1529479
4132fd63-6f0e-4fb4-9c03-eae020724c5c,Angela Constance,Angela Constance,Angela.Constance.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10801,Almond Valley,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35820129812,,,Q10658,Q1589906
36bc81f6-7d50-4551-8e30-4b1c95912879,Angus Robertson,Angus Robertson,,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10750,Edinburgh Central,5,2021-05-08,,,,Q10658,Q597563
d89b2950-693b-4d5a-b5a6-bd943645748e,Annabelle Ewing,Annabelle Ewing,Annabelle.Ewing.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10807,Cowdenbeath,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35960261933,,,Q10658,Q1138189
88be7c68-18b0-4a55-b6fb-8f7aae9242f0,Annie Wells,Annie Wells,Annie.Wells.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10717,Glasgow,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35783686421,,,Q3243587,Q1529479
ed4bf062-3829-41dc-9f8e-af8ae4382a4e,Ariane Burgess,Ariane Burgess,,,,Green,4c73ecf7-1709-4750-ae05-8973c509a11b,uk.org.publicwhip/cons/10718,Highlands and Islands,5,2021-05-08,,,,Q1256956,Q1549306
9af503f6-1850-4f3d-99b0-2cb955e431ac,Ash Denham,Ash Denham,Ash.Denham.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10812,Edinburgh Eastern,5,2021-05-08,http://scottishparliament.thirdlight.com/file/48760196846,,,Q10658,Q1284729
28ac43bb-9b93-4e6e-8f64-681c0784296b,Audrey Nicoll,Audrey Nicoll,,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10798,Aberdeen South and North Kincardine,5,2021-05-08,,,,Q10658,Q319507
baaca6a1-f142-4860-9748-59178880ad71,Baroness Clark of Kilwinning,Baroness Clark of Kilwinning,,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10838,West Scotland,5,2021-05-08,,,,Q3179541,Q2564353
6f2821eb-6fcf-4a6b-b627-bcf67332e2d7,Beatrice Wishart,Beatrice Wishart,Beatrice.Wishart.msp@parliament.scot,,,Liberal Democrat,d0527c28-097e-48ba-bcb2-fa5a61478f20,uk.org.publicwhip/cons/10790,Shetland Islands,5,2021-05-08,http://scottishparliament.thirdlight.com/file/56730435752,,,Q3250438,Q2278508
c727fbd9-3e5b-4677-b74b-868994a54947,Ben Macpherson,Ben Macpherson,Ben.Macpherson.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10813,Edinburgh Northern and Leith,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35783686780,,,Q10658,Q1284756
d0f5b474-31fc-4d9c-bcbd-4a3d3882f3e3,Bill Kidd,Bill Kidd,Bill.Kidd.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10759,Glasgow Anniesland,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35799134774,,,Q10658,Q1529483
8a3dcdc3-3d69-4fa9-98bb-ac0fd3ba77a2,Bob Doris,Bob Doris,Bob.Doris.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10819,Glasgow Maryhill and Springburn,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35820939764,,,Q10658,Q1529515
48e0fb7f-5a5f-4c75-85f9-015bed1891ba,Brian Whittle,Brian Whittle,Brian.Whittle.msp@parliament.scot,,,Conservative,716f311e-eac7-455c-b890-aed7db66b0f5,uk.org.publicwhip/cons/10837,South Scotland,5,2021-05-08,http://scottishparliament.thirdlight.com/file/35783688325,,,Q3243587,Q1749544
d172cfa8-b8b9-4088-9eea-f218e7d21692,Carol Mochan,Carol Mochan,,,,Labour,8dff8a5d-91be-4b18-bad0-bf082068fe0a,uk.org.publicwhip/cons/10837,South Scotland,5,2021-05-08,,,,Q3179541,Q1749544
8de5b986-89e1-4d44-ac8e-dedfcb7f91ab,Christina McKelvie,Christina McKelvie,Christina.McKelvie.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10822,"Hamilton, Larkhall and Stonehouse",5,2021-05-08,http://scottishparliament.thirdlight.com/file/35960260890,,,Q10658,Q1573419
3a8bff85-5823-4798-9095-f072d6d1483d,Christine Grahame,Christine Grahame,Christine.Grahame.msp@parliament.scot,,,Scottish National Party,0f64137d-d78d-497f-ba8c-559f8840047c,uk.org.publicwhip/cons/10827,"Midlothian South, Tweeddale and Lauderdale",5,2021-05-08,http://scottishparliament.thirdlight.com/file/35819883370,female,Q467108,Q10658,Q1931997
